row,fold
547,4
548,4
549,3
550,3
551,3
552,1
553,1
554,4
555,0
556,0
557,2
558,2
559,0
560,3
561,2
562,1
563,3
564,2
565,1
566,4
567,2
568,3
569,0
570,2
571,3
572,4
573,3
574,0
575,4
576,2
577,0
578,1
579,2
580,4
581,4
582,2
583,2
584,2
585,2
586,3
587,1
588,0
589,2
590,0
591,1
592,2
593,1
594,0
595,1
596,1
597,0
598,4
599,3
600,0
601,2
602,0
603,2
604,4
605,1
606,3
607,0
608,0
609,4
610,0
611,4
612,3
613,1
614,2
615,4
616,2
617,4
618,2
619,0
620,3
621,0
622,0
623,4
624,3
625,2
626,2
627,4
628,3
629,4
630,4
631,0
632,3
633,4
634,3
635,3
636,2
637,2
638,3
639,1
640,2
641,2
642,0
643,3
644,4
645,0
646,0
647,4
648,2
649,1
650,2
651,3
652,3
653,4
654,2
655,3
656,2
657,2
658,1
659,2
660,1
661,4
662,0
663,3
664,0
665,4
666,2
667,4
668,3
669,2
670,4
671,2
672,2
673,1
674,1
675,1
676,0
677,0
678,1
679,0
680,4
681,1
682,1
683,2
684,3
685,4
686,0
687,2
688,0
689,1
690,4
691,1
692,2
693,0
694,3
695,1
696,2
697,2
698,3
699,0
700,2
701,1
702,0
703,3
704,2
705,0
706,2
707,1
708,2
709,3
710,1
711,2
712,0
713,1
714,2
715,0
716,2
717,0
718,3
719,3
720,2
721,3
722,4
723,3
724,1
725,2
726,0
727,0
728,1
729,3
730,0
731,4
732,0
733,3
734,4
735,3
736,3
737,4
738,3
739,2
740,2
741,3
742,4
743,0
744,3
745,4
746,3
747,3
748,3
749,3
750,0
751,4
752,4
753,1
754,0
755,0
756,2
757,3
758,0
759,1
760,3
761,4
762,1
763,1
764,3
765,4
766,3
767,4
768,0
769,1
770,4
771,3
772,0
773,2
774,0
775,3
776,2
777,3
778,4
779,2
780,3
781,2
782,1
783,4
784,0
785,1
786,1
787,3
788,4
789,1
790,2
791,1
792,3
793,0
794,2
795,3
796,4
797,2
798,0
799,1
800,0
801,4
802,4
803,2
804,2
805,4
806,3
807,2
808,2
809,0
810,3
811,2
812,4
813,4
814,4
815,2
816,2
817,2
818,0
819,2
820,2
821,3
822,3
823,0
824,3
825,4
826,1
827,2
828,1
829,4
830,1
831,3
832,2
833,2
834,0
835,3
836,0
837,3
838,4
839,3
840,2
841,0
842,1
843,1
844,4
845,0
846,1
847,3
848,0
849,2
850,2
851,4
852,0
853,3
854,3
855,0
856,1
857,2
858,2
859,4
860,1
861,2
862,0
863,1
864,0
865,3
866,1
867,0
868,1
869,3
870,2
871,2
872,1
873,4
874,3
875,4
876,2
877,0
878,0
879,2
880,0
881,3
882,3
883,2
884,1
885,0
886,3
887,2
888,1
889,2
890,0
891,3
892,2
893,4
894,1
895,0
896,2
897,3
898,3
899,2
900,4
901,2
902,4
903,3
904,4
905,4
906,3
907,1
908,1
909,3
910,4
911,1
912,4
913,3
914,4
915,0
916,4
917,1
918,4
919,0
920,2
921,3
922,2
923,1
924,3
925,2
926,2
927,2
928,1
929,4
930,2
931,0
932,0
933,3
934,2
935,4
936,1
937,3
938,2
939,1
940,0
941,4
942,3
943,3
944,4
945,1
946,2
947,2
948,3
949,1
950,2
951,4
952,4
953,0
954,0
955,0
956,1
957,3
958,3
959,1
960,3
961,2
962,0
963,3
964,1
965,1
966,0
967,3
968,3
969,1
970,3
971,2
972,3
973,3
974,0
975,0
976,4
977,4
978,1
979,4
980,1
981,4
982,1
983,2
984,3
985,1
986,0
987,4
988,4
989,1
990,2
991,1
992,3
993,2
994,4
995,4
996,4
997,4
998,1
999,0
1000,2
1001,3
1002,2
1003,3
1004,0
1005,1
1006,0
1007,1
1008,4
1009,4
1010,2
1011,2
1012,1
1013,3
1014,3
1015,4
1016,3
1017,0
1018,4
1019,0
1020,0
1021,3
1022,2
1023,3
1024,1
1025,3
1026,4
1027,3
1028,4
1029,2
1030,1
1031,1
1032,0
1033,1
1034,4
1035,4
1036,0
1037,4
1038,1
1039,1
1040,3
1041,0
1042,3
1043,3
1044,3
1045,2
1046,2
1047,2
1048,3
1049,2
1050,0
1051,1
1052,2
1053,1
1054,2
1055,2
1056,4
1057,2
1058,1
1059,0
1060,1
1061,0
1062,0
1063,1
1064,4
1065,4
1066,1
1067,4
1068,1
1069,2
1070,3
1071,3
1072,0
1073,2
1074,2
1075,0
1076,2
1077,4
1078,3
1079,4
1080,1
1081,1
1082,2
1083,0
1084,4
1085,2
1086,2
1087,3
1088,2
1089,1
1090,2
1091,1
1092,1
1093,3
1094,2
1095,0
1096,2
1097,2
1098,2
1099,0
1100,4
1101,3
1102,4
1103,1
1104,0
1105,4
1106,4
1107,1
1108,4
1109,4
1110,0
1111,2
1112,3
1113,1
1114,1
1115,4
1116,1
1117,1
1118,2
1119,3
1120,4
1121,0
1122,1
1123,3
1124,4
1125,2
1126,4
1127,4
1128,3
1129,1
1130,1
1131,4
1132,4
1133,3
1134,3
1135,1
1136,2
1137,0
1138,2
1139,0
1140,4
1141,3
1142,0
1143,0
1144,4
1145,3
1146,0
1147,3
1148,2
1149,4
1150,2
1151,3
1152,1
1153,4
1154,4
1155,0
1156,2
1157,1
1158,3
1159,0
1160,1
1161,2
1162,2
1163,0
1164,1
1165,4
1166,0
1167,2
1168,3
1169,0
1170,4
1171,3
1172,1
1173,3
1174,4
1175,1
1176,3
1177,3
1178,2
1179,1
1180,0
1181,4
1182,1
1183,1
1184,0
1185,0
1186,1
1187,1
1188,1
1189,0
1190,2
1191,4
1192,1
1193,0
1194,2
1195,0
1196,2
1197,3
1198,0
1199,0
1200,3
1201,1
1202,3
1203,3
1204,1
1205,0
1206,2
1207,4
1208,3
1209,3
1210,1
1211,3
1212,4
1213,1
1214,1
1215,3
1216,0
1217,3
1218,4
1219,3
1220,3
1221,2
1222,3
1223,4
1224,3
1225,3
1226,0
1227,3
1228,2
1229,4
1230,1
1231,0
1232,2
1233,1
1234,0
1235,1
1236,4
1237,4
1238,2
1239,1
1240,2
1241,0
1242,2
1243,4
1244,0
1245,4
1246,1
1247,3
1248,0
1249,1
1250,1
1251,4
1252,0
1253,0
1254,0
1255,0
1256,4
1257,3
1258,0
1259,1
1260,1
1261,2
1262,4
1263,4
1264,1
1265,4
1266,0
1267,0
1268,1
1269,1
1270,4
1271,0
1272,3
1273,1
1274,2
1275,0
1276,1
1277,0
1278,2
1279,2
1280,1
1281,0
1282,1
1283,1
1284,2
1285,3
1286,1
1287,0
1288,4
1289,0
1290,0
1291,0
1292,1
1293,1
1294,0
1295,3
1296,3
1297,4
1298,4
1299,0
1300,3
1301,4
1302,2
1303,2
1304,3
1305,4
1306,4
1307,1
1308,4
1309,0
1310,1
1311,0
1312,0
1313,3
1314,4
1315,1
1316,0
1317,0
1318,1
1319,1
1320,4
1321,1
1322,3
1323,0
1324,1
1325,1
1326,1
1327,0
1328,1
1329,0
1330,2
1331,2
1332,2
1333,3
1334,2
1335,3
1336,1
1337,4
1338,2
1339,1
1340,4
1341,3
1342,0
1343,3
1344,1
1345,1
1346,3
1347,1
1348,0
1349,4
1350,1
1351,2
1352,1
1353,3
1354,2
1355,0
1356,0
1357,4
1358,3
1359,3
1360,4
1361,0
1362,2
1363,3
1364,1
1365,1
1366,3
1367,0
1368,1
1369,4
1370,3
1371,1
1372,2
1373,2
1374,0
1375,0
1376,3
1377,2
1378,1
1379,0
1380,1
1381,3
1382,3
1383,0
1384,0
1385,2
1386,3
1387,4
1388,2
1389,4
1390,2
1391,0
1392,1
1393,3
1394,1
1395,4
1396,1
1397,1
1398,3
1399,4
1400,3
1401,1
1402,1
1403,1
1404,0
1405,3
1406,2
1407,1
1408,2
1409,0
1410,4
1411,4
1412,2
1413,3
1414,3
1415,4
1416,0
1417,3
1418,1
1419,3
1420,3
1421,4
1422,0
1423,4
1424,1
1425,4
1426,4
