row,fold
1061,1
1062,4
1063,3
1064,3
1065,1
1066,3
1067,3
1068,0
1069,2
1070,1
1071,1
1072,0
1073,1
1074,1
1075,0
1076,1
1077,4
1078,0
1079,4
1080,3
1081,4
1082,2
1083,4
1084,0
1085,4
1086,1
1087,4
1088,3
1089,3
1090,1
1091,1
1092,2
1093,1
1094,2
1095,4
1096,3
1097,3
1098,3
1099,1
1100,2
1101,3
1102,2
1103,3
1104,4
1105,2
1106,4
1107,3
1108,4
1109,3
1110,0
1111,0
1112,3
1113,2
1114,2
1115,0
1116,1
1117,4
1118,2
1119,2
1120,1
1121,0
1122,1
1123,4
1124,3
1125,4
1126,3
1127,1
1128,2
1129,0
1130,4
1131,2
1132,2
1133,1
1134,3
1135,1
1136,3
1137,4
1138,2
1139,2
1140,4
1141,1
1142,3
1143,0
1144,4
1145,4
1146,0
1147,1
1148,0
1149,2
1150,2
1151,4
1152,0
1153,1
1154,1
1155,3
1156,4
1157,3
1158,0
1159,2
1160,0
1161,0
1162,1
1163,2
1164,0
1165,4
1166,3
1167,4
1168,1
1169,2
1170,2
1171,2
1172,4
1173,0
1174,2
1175,2
1176,2
1177,3
1178,0
1179,0
1180,4
1181,4
1182,3
1183,2
1184,0
1185,2
1186,0
1187,4
1188,1
1189,4
1190,0
1191,0
1192,3
1193,2
1194,4
1195,2
1196,2
1197,1
1198,0
1199,2
1200,1
1201,2
1202,2
1203,1
1204,4
1205,3
1206,2
1207,2
1208,4
1209,4
1210,4
1211,0
1212,0
1213,0
1214,0
1215,2
1216,4
1217,2
1218,1
1219,1
1220,1
1221,4
1222,3
1223,0
1224,0
1225,1
1226,0
1227,0
1228,0
1229,4
1230,0
1231,1
1232,1
1233,2
1234,0
1235,1
1236,0
1237,0
1238,4
1239,1
1240,4
1241,3
1242,2
1243,0
1244,2
1245,4
1246,2
1247,4
1248,4
1249,0
1250,1
1251,4
1252,0
1253,1
1254,1
1255,2
1256,4
1257,4
1258,0
1259,3
1260,3
1261,0
1262,1
1263,1
1264,3
1265,2
1266,1
1267,0
1268,3
1269,4
1270,0
1271,1
1272,0
1273,4
1274,0
1275,0
1276,4
1277,1
1278,3
1279,3
1280,2
1281,3
1282,3
1283,0
1284,4
1285,2
1286,4
1287,2
1288,0
1289,2
1290,2
1291,4
1292,3
1293,4
1294,3
1295,2
1296,4
1297,0
1298,3
1299,0
1300,0
1301,2
1302,0
1303,2
1304,4
1305,4
1306,4
1307,0
1308,3
1309,4
1310,2
1311,0
1312,3
1313,4
1314,2
1315,1
1316,2
1317,1
1318,1
1319,0
1320,1
1321,1
1322,2
1323,1
1324,1
1325,3
1326,1
1327,4
1328,3
1329,3
1330,2
1331,0
1332,0
1333,3
1334,3
1335,4
1336,4
1337,4
1338,3
1339,1
1340,3
1341,3
1342,1
1343,2
1344,3
1345,0
1346,2
1347,0
1348,1
1349,1
1350,0
1351,2
1352,0
1353,0
1354,0
1355,0
1356,0
1357,0
1358,3
1359,0
1360,1
1361,0
1362,4
1363,0
1364,0
1365,0
1366,0
1367,2
1368,3
1369,2
1370,3
1371,0
1372,2
1373,2
1374,4
1375,1
1376,0
1377,4
1378,0
1379,1
1380,4
1381,2
1382,4
1383,4
1384,4
1385,1
1386,2
1387,2
1388,0
1389,3
1390,1
1391,1
1392,2
1393,1
1394,0
1395,4
1396,2
1397,0
1398,1
1399,0
1400,3
1401,4
1402,2
1403,2
1404,0
1405,0
1406,1
1407,2
1408,4
1409,4
1410,0
1411,4
1412,1
1413,0
1414,2
1415,1
1416,4
1417,0
1418,2
1419,0
1420,1
1421,3
1422,2
1423,1
1424,3
1425,0
1426,4
