row,fold
1235,0
1236,3
1237,0
1238,2
1239,4
1240,3
1241,1
1242,4
1243,3
1244,0
1245,0
1246,1
1247,2
1248,4
1249,3
1250,3
1251,2
1252,4
1253,2
1254,2
1255,2
1256,1
1257,3
1258,1
1259,1
1260,1
1261,0
1262,0
1263,2
1264,4
1265,4
1266,2
1267,4
1268,1
1269,0
1270,4
1271,4
1272,0
1273,3
1274,2
1275,0
1276,0
1277,4
1278,3
1279,4
1280,2
1281,2
1282,2
1283,4
1284,3
1285,1
1286,1
1287,3
1288,0
1289,1
1290,0
1291,2
1292,2
1293,2
1294,4
1295,0
1296,2
1297,3
1298,0
1299,3
1300,1
1301,4
1302,2
1303,3
1304,4
1305,4
1306,2
1307,0
1308,3
1309,3
1310,4
1311,1
1312,1
1313,4
1314,0
1315,1
1316,2
1317,4
1318,4
1319,1
1320,3
1321,0
1322,0
1323,2
1324,0
1325,3
1326,3
1327,4
1328,0
1329,3
1330,3
1331,1
1332,4
1333,0
1334,3
1335,3
1336,3
1337,3
1338,2
1339,2
1340,1
1341,1
1342,2
1343,0
1344,1
1345,4
1346,0
1347,2
1348,3
1349,1
1350,2
1351,2
1352,2
1353,4
1354,2
1355,3
1356,4
1357,3
1358,1
1359,2
1360,4
1361,4
1362,2
1363,2
1364,3
1365,1
1366,0
1367,0
1368,1
1369,2
1370,2
1371,4
1372,2
1373,3
1374,0
1375,2
1376,4
1377,1
1378,0
1379,2
1380,4
1381,1
1382,3
1383,1
1384,3
1385,2
1386,1
1387,3
1388,0
1389,4
1390,3
1391,2
1392,4
1393,4
1394,4
1395,0
1396,1
1397,0
1398,4
1399,0
1400,1
1401,2
1402,2
1403,0
1404,4
1405,0
1406,0
1407,3
1408,4
1409,4
1410,4
1411,0
1412,1
1413,1
1414,2
1415,3
1416,1
1417,2
1418,0
1419,2
1420,2
1421,4
1422,4
1423,3
1424,4
1425,3
1426,4
