row,fold
328,2
329,0
330,0
331,1
332,1
333,4
334,2
335,0
336,1
337,0
338,4
339,2
340,1
341,1
342,2
343,1
344,2
345,3
346,1
347,2
348,0
349,2
350,3
351,3
352,4
353,2
354,2
355,2
356,1
357,0
358,4
359,2
360,1
361,4
362,3
363,2
364,3
365,0
366,3
367,0
368,1
369,3
370,4
371,4
372,4
373,0
374,1
375,0
376,0
377,0
378,2
379,1
380,3
381,0
382,1
383,0
384,2
385,3
386,3
387,3
388,2
389,4
390,1
391,4
392,0
393,1
394,3
395,2
396,3
397,4
398,0
399,3
400,2
401,1
402,3
403,1
404,0
405,4
406,0
407,4
408,3
409,3
410,2
411,3
412,4
413,4
414,2
415,4
416,3
417,4
418,3
419,3
420,1
421,0
422,1
423,3
424,0
425,4
426,2
427,3
428,3
429,0
430,3
431,0
432,1
433,1
434,2
435,2
436,0
437,2
438,3
439,4
440,4
441,2
442,4
443,2
444,2
445,2
446,4
447,2
448,1
449,0
450,3
451,4
452,3
453,3
454,2
455,2
456,2
457,2
458,4
459,2
460,1
461,3
462,4
463,4
464,2
465,2
466,0
467,3
468,0
469,2
470,0
471,2
472,1
473,4
474,1
475,3
476,4
477,0
478,2
479,2
480,2
481,2
482,1
483,1
484,0
485,3
486,4
487,4
488,2
489,4
490,1
491,4
492,0
493,0
494,0
495,2
496,1
497,2
498,4
499,3
500,4
501,2
502,2
503,0
504,2
505,4
506,1
507,2
508,3
509,0
510,0
511,1
512,1
513,0
514,2
515,3
516,2
517,4
518,3
519,4
520,2
521,2
522,0
523,3
524,4
525,1
526,3
527,3
528,2
529,1
530,1
531,3
532,0
533,1
534,4
535,1
536,3
537,4
538,0
539,2
540,2
541,2
542,3
543,1
544,3
545,3
546,1
547,4
548,4
549,4
550,2
551,2
552,0
553,4
554,2
555,4
556,1
557,0
558,2
559,1
560,0
561,3
562,2
563,2
564,1
565,1
566,3
567,0
568,4
569,4
570,2
571,3
572,3
573,4
574,3
575,4
576,3
577,4
578,3
579,4
580,1
581,4
582,2
583,2
584,3
585,4
586,2
587,2
588,3
589,4
590,3
591,4
592,2
593,3
594,3
595,3
596,4
597,4
598,4
599,1
600,1
601,2
602,4
603,1
604,3
605,1
606,4
607,1
608,1
609,0
610,3
611,3
612,3
613,4
614,3
615,1
616,3
617,3
618,1
619,0
620,2
621,4
622,2
623,1
624,0
625,2
626,0
627,2
628,2
629,4
630,1
631,2
632,2
633,0
634,3
635,2
636,0
637,3
638,0
639,3
640,1
641,1
642,1
643,3
644,1
645,3
646,1
647,3
648,4
649,4
650,3
651,1
652,3
653,1
654,4
655,2
656,1
657,1
658,4
659,4
660,3
661,2
662,2
663,2
664,3
665,3
666,2
667,4
668,3
669,0
670,4
671,3
672,0
673,1
674,1
675,1
676,3
677,3
678,2
679,2
680,0
681,0
682,2
683,4
684,2
685,4
686,1
687,1
688,1
689,1
690,1
691,4
692,2
693,1
694,1
695,1
696,0
697,1
698,0
699,0
700,0
701,2
702,2
703,3
704,0
705,4
706,3
707,1
708,2
709,2
710,2
711,3
712,1
713,4
714,3
715,0
716,4
717,0
718,1
719,3
720,3
721,3
722,1
723,2
724,2
725,4
726,4
727,1
728,3
729,3
730,4
731,1
732,2
733,3
734,0
735,2
736,0
737,4
738,3
739,1
740,0
741,2
742,1
743,3
744,2
745,0
746,4
747,3
748,0
749,3
750,4
751,1
752,3
753,1
754,4
755,3
756,0
757,1
758,0
759,4
760,1
761,3
762,4
763,3
764,0
765,2
766,4
767,1
768,3
769,4
770,4
771,3
772,2
773,1
774,1
775,4
776,2
777,0
778,1
779,2
780,0
781,1
782,0
783,3
784,1
785,0
786,3
787,3
788,3
789,1
790,1
791,1
792,2
793,4
794,4
795,2
796,2
797,2
798,0
799,3
800,1
801,3
802,3
803,3
804,2
805,3
806,3
807,1
808,4
809,1
810,3
811,2
812,1
813,2
814,3
815,0
816,1
817,4
818,2
819,2
820,2
821,4
822,4
823,1
824,3
825,4
826,2
827,2
828,0
829,2
830,4
831,3
832,3
833,4
834,4
835,0
836,4
837,1
838,4
839,4
840,0
841,2
842,2
843,0
844,3
845,2
846,4
847,1
848,3
849,1
850,3
851,0
852,4
853,3
854,3
855,0
856,0
857,2
858,1
859,4
860,1
861,3
862,2
863,1
864,2
865,4
866,3
867,3
868,2
869,1
870,2
871,3
872,0
873,2
874,1
875,0
876,1
877,4
878,1
879,3
880,2
881,2
882,2
883,3
884,3
885,3
886,4
887,2
888,0
889,1
890,0
891,4
892,3
893,4
894,3
895,4
896,3
897,4
898,1
899,1
900,1
901,2
902,0
903,0
904,0
905,3
906,3
907,0
908,0
909,4
910,4
911,0
912,4
913,3
914,3
915,3
916,4
917,0
918,1
919,3
920,1
921,3
922,4
923,3
924,4
925,1
926,2
927,1
928,0
929,0
930,0
931,3
932,3
933,1
934,1
935,3
936,0
937,1
938,1
939,4
940,2
941,0
942,4
943,1
944,4
945,4
946,2
947,3
948,4
949,3
950,2
951,1
952,4
953,2
954,2
955,0
956,1
957,1
958,0
959,1
960,1
961,1
962,2
963,1
964,0
965,0
966,0
967,2
968,4
969,1
970,4
971,2
972,4
973,2
974,1
975,0
976,2
977,3
978,0
979,2
980,0
981,2
982,2
983,2
984,2
985,3
986,1
987,3
988,3
989,1
990,1
991,1
992,1
993,4
994,1
995,3
996,1
997,3
998,1
999,1
1000,1
1001,1
1002,4
1003,3
1004,2
1005,4
1006,4
1007,0
1008,4
1009,4
1010,3
1011,0
1012,1
1013,2
1014,2
1015,1
1016,0
1017,3
1018,1
1019,0
1020,4
1021,1
1022,2
1023,2
1024,0
1025,3
1026,0
1027,0
1028,4
1029,2
1030,1
1031,1
1032,4
1033,0
1034,3
1035,1
1036,4
1037,2
1038,4
1039,0
1040,1
1041,3
1042,2
1043,1
1044,4
1045,2
1046,2
1047,4
1048,4
1049,1
1050,1
1051,0
1052,2
1053,0
1054,4
1055,4
1056,0
1057,1
1058,0
1059,4
1060,0
1061,1
1062,3
1063,0
1064,1
1065,0
1066,1
1067,2
1068,2
1069,4
1070,3
1071,1
1072,0
1073,3
1074,1
1075,1
1076,1
1077,2
1078,2
1079,4
1080,3
1081,4
1082,4
1083,3
1084,2
1085,4
1086,1
1087,1
1088,4
1089,2
1090,2
1091,2
1092,4
1093,1
1094,1
1095,0
1096,3
1097,3
1098,3
1099,1
1100,2
1101,3
1102,2
1103,0
1104,4
1105,4
1106,1
1107,3
1108,3
1109,3
1110,4
1111,0
1112,2
1113,2
1114,3
1115,0
1116,2
1117,4
1118,4
1119,2
1120,0
1121,2
1122,1
1123,1
1124,3
1125,4
1126,1
1127,1
1128,4
1129,4
1130,3
1131,2
1132,3
1133,2
1134,4
1135,1
1136,4
1137,4
1138,2
1139,2
1140,4
1141,1
1142,2
1143,0
1144,4
1145,0
1146,2
1147,3
1148,0
1149,2
1150,1
1151,2
1152,1
1153,1
1154,0
1155,3
1156,3
1157,3
1158,2
1159,2
1160,0
1161,0
1162,0
1163,3
1164,4
1165,3
1166,2
1167,2
1168,2
1169,1
1170,2
1171,4
1172,4
1173,0
1174,2
1175,0
1176,3
1177,0
1178,0
1179,2
1180,4
1181,1
1182,4
1183,3
1184,0
1185,2
1186,3
1187,3
1188,4
1189,2
1190,2
1191,3
1192,2
1193,3
1194,0
1195,2
1196,1
1197,1
1198,0
1199,0
1200,3
1201,3
1202,3
1203,0
1204,2
1205,4
1206,2
1207,2
1208,0
1209,3
1210,2
1211,0
1212,0
1213,0
1214,0
1215,2
1216,0
1217,2
1218,4
1219,3
1220,1
1221,4
1222,3
1223,3
1224,4
1225,1
1226,0
1227,4
1228,0
1229,4
1230,1
1231,1
1232,1
1233,4
1234,0
1235,1
1236,3
1237,0
1238,2
1239,4
1240,2
1241,3
1242,3
1243,0
1244,3
1245,3
1246,4
1247,2
1248,1
1249,0
1250,2
1251,0
1252,3
1253,3
1254,3
1255,1
1256,3
1257,1
1258,0
1259,3
1260,4
1261,4
1262,4
1263,3
1264,3
1265,1
1266,1
1267,2
1268,2
1269,2
1270,2
1271,4
1272,0
1273,1
1274,0
1275,0
1276,3
1277,1
1278,4
1279,3
1280,0
1281,3
1282,4
1283,3
1284,4
1285,3
1286,3
1287,3
1288,0
1289,3
1290,3
1291,4
1292,3
1293,1
1294,3
1295,4
1296,4
1297,0
1298,4
1299,0
1300,0
1301,4
1302,0
1303,2
1304,1
1305,1
1306,2
1307,3
1308,3
1309,2
1310,0
1311,0
1312,3
1313,0
1314,4
1315,1
1316,4
1317,1
1318,0
1319,2
1320,1
1321,1
1322,0
1323,3
1324,1
1325,1
1326,4
1327,3
1328,4
1329,1
1330,3
1331,1
1332,3
1333,4
1334,3
1335,4
1336,4
1337,2
1338,4
1339,4
1340,2
1341,1
1342,1
1343,4
1344,2
1345,0
1346,0
1347,0
1348,1
1349,1
1350,3
1351,4
1352,0
1353,0
1354,0
1355,0
1356,0
1357,0
1358,4
1359,3
1360,4
1361,0
1362,3
1363,0
1364,0
1365,0
1366,0
1367,1
1368,4
1369,3
1370,3
1371,4
1372,0
1373,1
1374,3
1375,1
1376,0
1377,2
1378,3
1379,3
1380,4
1381,3
1382,1
1383,4
1384,1
1385,3
1386,3
1387,4
1388,4
1389,3
1390,2
1391,4
1392,4
1393,3
1394,2
1395,0
1396,0
1397,1
1398,3
1399,4
1400,3
1401,4
1402,2
1403,0
1404,0
1405,1
1406,1
1407,1
1408,3
1409,4
1410,3
1411,2
1412,3
1413,3
1414,2
1415,1
1416,2
1417,0
1418,4
1419,0
1420,1
1421,4
1422,0
1423,4
1424,4
1425,2
1426,4
