row,fold
1228,0
1229,4
1230,4
1231,1
1232,1
1233,2
1234,1
1235,3
1236,3
1237,1
1238,2
1239,3
1240,0
1241,0
1242,4
1243,1
1244,1
1245,4
1246,3
1247,3
1248,2
1249,4
1250,4
1251,4
1252,3
1253,2
1254,2
1255,4
1256,4
1257,0
1258,0
1259,0
1260,2
1261,3
1262,3
1263,4
1264,4
1265,0
1266,1
1267,2
1268,1
1269,4
1270,4
1271,4
1272,4
1273,0
1274,4
1275,0
1276,3
1277,1
1278,0
1279,3
1280,2
1281,3
1282,2
1283,0
1284,4
1285,2
1286,4
1287,3
1288,2
1289,0
1290,3
1291,4
1292,2
1293,0
1294,1
1295,2
1296,4
1297,1
1298,4
1299,0
1300,3
1301,2
1302,0
1303,1
1304,0
1305,3
1306,2
1307,2
1308,0
1309,2
1310,4
1311,1
1312,2
1313,3
1314,4
1315,1
1316,0
1317,2
1318,4
1319,4
1320,1
1321,1
1322,3
1323,0
1324,3
1325,2
1326,0
1327,0
1328,1
1329,3
1330,2
1331,3
1332,0
1333,4
1334,1
1335,0
1336,0
1337,2
1338,0
1339,4
1340,4
1341,1
1342,2
1343,3
1344,3
1345,2
1346,2
1347,0
1348,1
1349,1
1350,0
1351,3
1352,1
1353,2
1354,3
1355,3
1356,0
1357,0
1358,0
1359,3
1360,3
1361,4
1362,4
1363,0
1364,2
1365,3
1366,3
1367,1
1368,4
1369,4
1370,0
1371,0
1372,1
1373,3
1374,2
1375,1
1376,3
1377,0
1378,4
1379,2
1380,2
1381,3
1382,1
1383,2
1384,4
1385,2
1386,2
1387,0
1388,0
1389,0
1390,4
1391,3
1392,1
1393,1
1394,4
1395,4
1396,0
1397,2
1398,3
1399,3
1400,0
1401,4
1402,4
1403,4
1404,3
1405,1
1406,0
1407,2
1408,2
1409,4
1410,3
1411,4
1412,4
1413,2
1414,1
1415,1
1416,0
1417,3
1418,3
1419,3
1420,1
1421,2
1422,4
1423,3
1424,0
1425,4
1426,0
