row,fold
973,2
974,1
975,0
976,0
977,0
978,4
979,0
980,0
981,4
982,0
983,4
984,4
985,1
986,4
987,0
988,1
989,1
990,1
991,4
992,2
993,4
994,3
995,4
996,0
997,0
998,4
999,4
1000,2
1001,3
1002,2
1003,1
1004,2
1005,4
1006,4
1007,3
1008,4
1009,0
1010,0
1011,1
1012,1
1013,2
1014,2
1015,0
1016,0
1017,4
1018,2
1019,3
1020,0
1021,1
1022,2
1023,3
1024,4
1025,2
1026,3
1027,4
1028,2
1029,2
1030,4
1031,2
1032,2
1033,0
1034,4
1035,2
1036,4
1037,1
1038,2
1039,1
1040,1
1041,3
1042,2
1043,0
1044,4
1045,4
1046,1
1047,4
1048,4
1049,3
1050,4
1051,0
1052,4
1053,3
1054,1
1055,1
1056,1
1057,1
1058,1
1059,3
1060,1
1061,2
1062,3
1063,4
1064,1
1065,0
1066,4
1067,2
1068,0
1069,2
1070,2
1071,3
1072,0
1073,0
1074,3
1075,3
1076,3
1077,2
1078,0
1079,0
1080,2
1081,0
1082,0
1083,4
1084,4
1085,2
1086,4
1087,4
1088,3
1089,1
1090,0
1091,3
1092,0
1093,2
1094,1
1095,4
1096,0
1097,3
1098,3
1099,1
1100,4
1101,4
1102,0
1103,1
1104,2
1105,0
1106,1
1107,2
1108,1
1109,3
1110,1
1111,3
1112,3
1113,0
1114,4
1115,0
1116,2
1117,3
1118,4
1119,3
1120,4
1121,4
1122,0
1123,1
1124,0
1125,2
1126,0
1127,4
1128,0
1129,0
1130,2
1131,0
1132,4
1133,3
1134,0
1135,3
1136,1
1137,0
1138,2
1139,2
1140,1
1141,3
1142,4
1143,2
1144,1
1145,0
1146,0
1147,4
1148,0
1149,3
1150,4
1151,1
1152,0
1153,1
1154,1
1155,1
1156,0
1157,1
1158,0
1159,3
1160,2
1161,3
1162,0
1163,2
1164,1
1165,3
1166,1
1167,0
1168,2
1169,1
1170,3
1171,2
1172,3
1173,0
1174,1
1175,3
1176,3
1177,2
1178,4
1179,2
1180,1
1181,2
1182,0
1183,2
1184,1
1185,3
1186,3
1187,3
1188,1
1189,1
1190,1
1191,2
1192,1
1193,4
1194,3
1195,2
1196,4
1197,3
1198,1
1199,0
1200,4
1201,1
1202,1
1203,3
1204,2
1205,0
1206,2
1207,3
1208,4
1209,4
1210,3
1211,0
1212,0
1213,0
1214,4
1215,4
1216,1
1217,0
1218,4
1219,0
1220,4
1221,1
1222,4
1223,0
1224,1
1225,2
1226,3
1227,3
1228,4
1229,4
1230,3
1231,4
1232,2
1233,1
1234,1
1235,2
1236,4
1237,1
1238,2
1239,3
1240,2
1241,3
1242,1
1243,3
1244,0
1245,1
1246,3
1247,4
1248,1
1249,4
1250,2
1251,4
1252,4
1253,4
1254,4
1255,4
1256,3
1257,1
1258,0
1259,2
1260,2
1261,1
1262,0
1263,1
1264,2
1265,1
1266,1
1267,3
1268,4
1269,3
1270,4
1271,0
1272,1
1273,0
1274,1
1275,1
1276,2
1277,3
1278,2
1279,1
1280,2
1281,2
1282,1
1283,2
1284,1
1285,3
1286,0
1287,3
1288,3
1289,0
1290,0
1291,1
1292,4
1293,2
1294,3
1295,3
1296,0
1297,3
1298,4
1299,0
1300,2
1301,1
1302,3
1303,1
1304,0
1305,1
1306,2
1307,4
1308,1
1309,1
1310,3
1311,4
1312,3
1313,1
1314,4
1315,2
1316,2
1317,4
1318,3
1319,3
1320,2
1321,1
1322,2
1323,2
1324,1
1325,1
1326,2
1327,1
1328,0
1329,4
1330,2
1331,2
1332,3
1333,3
1334,3
1335,2
1336,4
1337,3
1338,1
1339,4
1340,4
1341,2
1342,4
1343,0
1344,2
1345,1
1346,0
1347,1
1348,4
1349,0
1350,3
1351,3
1352,2
1353,2
1354,0
1355,4
1356,3
1357,4
1358,3
1359,2
1360,4
1361,4
1362,4
1363,4
1364,2
1365,0
1366,2
1367,4
1368,0
1369,1
1370,4
1371,1
1372,4
1373,1
1374,1
1375,1
1376,2
1377,4
1378,2
1379,1
1380,0
1381,1
1382,4
1383,2
1384,2
1385,0
1386,3
1387,4
1388,0
1389,2
1390,3
1391,1
1392,0
1393,3
1394,4
1395,0
1396,1
1397,4
1398,1
1399,2
1400,1
1401,4
1402,3
1403,1
1404,1
1405,3
1406,3
1407,2
1408,3
1409,1
1410,1
1411,0
1412,2
1413,1
1414,0
1415,1
1416,0
1417,4
1418,1
1419,4
1420,4
1421,2
1422,1
1423,0
1424,2
1425,1
1426,4
